"","neighbourhood_group","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","reviews_per_month","calculated_host_listings_count","availability_365","sentiment_score","new_factor"
"12480","Queens",40.76938,-73.93227,"Private room",120,5,1,0.05,2,351,0,"Private room:Queens"
"12481","Queens",40.75109,-73.88049,"Entire home/apt",100,4,4,0.13,1,157,0.41576092031015,"Entire home/apt:Queens"
"12482","Brooklyn",40.71169,-73.95827,"Private room",91,1,13,0.55,3,85,0.0408248290463863,"Private room:Brooklyn"
"12483","Manhattan",40.80031,-73.95514,"Private room",150,1,2,0.07,1,0,0,"Private room:Manhattan"
"12484","Brooklyn",40.699,-73.92849,"Private room",46,7,26,0.91,2,0,0.381837661840736,"Private room:Brooklyn"
"12485","Brooklyn",40.67302,-73.94815,"Private room",65,3,10,0.93,1,12,0,"Private room:Brooklyn"
"12486","Brooklyn",40.69891,-73.93072,"Private room",45,1,158,4.93,2,201,0,"Private room:Brooklyn"
"12487","Brooklyn",40.68638,-73.92856,"Entire home/apt",155,2,122,3.96,1,59,0.366666666666667,"Entire home/apt:Brooklyn"
"12488","Brooklyn",40.67595,-73.97635,"Entire home/apt",149,11,8,0.26,1,0,0.204124145231932,"Entire home/apt:Brooklyn"
"12489","Manhattan",40.82434,-73.94979,"Private room",42,7,3,0.1,1,53,0.306186217847897,"Private room:Manhattan"
"12490","Manhattan",40.7523,-73.97288,"Private room",198,2,23,0.75,13,329,0,"Private room:Manhattan"
"12491","Manhattan",40.80778,-73.94345,"Private room",45,30,6,0.25,6,164,0,"Private room:Manhattan"
"12492","Brooklyn",40.67896,-73.95748,"Entire home/apt",130,4,3,0.1,1,13,0.2,"Entire home/apt:Brooklyn"
"12493","Brooklyn",40.69637,-73.93995,"Private room",44,14,38,1.24,2,45,0.796084166404533,"Private room:Brooklyn"
"12494","Manhattan",40.72068,-73.99291,"Entire home/apt",250,30,3,0.19,7,4,0,"Entire home/apt:Manhattan"
"12495","Manhattan",40.80762,-73.94446,"Private room",50,30,5,0.16,6,151,0,"Private room:Manhattan"
"12496","Brooklyn",40.68252,-73.96436,"Entire home/apt",195,1,39,1.25,1,62,0.25,"Entire home/apt:Brooklyn"
"12497","Manhattan",40.71867,-73.98959,"Private room",78,2,46,1.45,5,341,0.194454364826301,"Private room:Manhattan"
"12498","Manhattan",40.81668,-73.94511,"Private room",35,1,4,0.12,1,0,0,"Private room:Manhattan"
"12499","Brooklyn",40.64693,-73.95944,"Private room",33,14,1,0.03,1,0,0.226778683805536,"Private room:Brooklyn"
"12500","Manhattan",40.79935,-73.95399,"Private room",103,1,2,0.06,1,0,0.226778683805536,"Private room:Manhattan"
"12501","Manhattan",40.72372,-73.97984,"Entire home/apt",150,2,85,3.33,1,194,0.306186217847897,"Entire home/apt:Manhattan"
"12502","Brooklyn",40.68724,-73.95068,"Private room",41,7,9,0.28,1,0,0.491934955049954,"Private room:Brooklyn"
"12503","Brooklyn",40.68327,-73.93858,"Entire home/apt",120,3,9,0.31,3,298,0,"Entire home/apt:Brooklyn"
"12504","Manhattan",40.78602,-73.97537,"Entire home/apt",167,3,3,0.09,1,0,0.353553390593274,"Entire home/apt:Manhattan"
"12505","Queens",40.76332,-73.91351,"Entire home/apt",95,4,20,0.63,1,0,0.25,"Entire home/apt:Queens"
"12506","Brooklyn",40.69994,-73.93224,"Private room",35,1,148,4.63,2,169,0,"Private room:Brooklyn"
"12507","Manhattan",40.75372,-73.99332,"Shared room",99,1,8,0.26,1,365,0.353553390593274,"Shared room:Manhattan"
"12508","Manhattan",40.80878,-73.95206,"Entire home/apt",150,2,81,2.57,1,63,0.715541752799933,"Entire home/apt:Manhattan"
"12509","Manhattan",40.76375,-73.94856,"Private room",65,20,2,0.34,1,0,0.447213595499958,"Private room:Manhattan"
"12510","Brooklyn",40.69092,-73.92866,"Entire home/apt",150,10,3,0.09,1,0,0.636396103067893,"Entire home/apt:Brooklyn"
"12511","Manhattan",40.7522,-73.97285,"Entire home/apt",198,2,31,1.19,13,322,0.268328157299975,"Entire home/apt:Manhattan"
"12512","Manhattan",40.77878,-73.95056,"Entire home/apt",265,2,10,0.45,1,3,0.204124145231932,"Entire home/apt:Manhattan"
"12513","Manhattan",40.76435,-73.95782,"Entire home/apt",110,3,2,0.06,1,0,0.377964473009227,"Entire home/apt:Manhattan"
"12514","Brooklyn",40.69671,-73.98417,"Private room",70,2,106,3.59,2,53,0.491934955049954,"Private room:Brooklyn"
"12515","Brooklyn",40.71824,-73.95289,"Entire home/apt",220,5,1,0.03,1,0,0.306186217847897,"Entire home/apt:Brooklyn"
"12516","Manhattan",40.72757,-73.98439,"Private room",55,3,12,0.37,1,4,0.346410161513775,"Private room:Manhattan"
"12517","Manhattan",40.71828,-73.99761,"Entire home/apt",115,30,4,0.12,1,35,0.134164078649987,"Entire home/apt:Manhattan"
"12518","Manhattan",40.80891,-73.94247,"Entire home/apt",265,2,113,3.55,1,297,0.530722777603022,"Entire home/apt:Manhattan"
"12519","Brooklyn",40.69175,-73.91516,"Private room",50,1,2,0.06,2,0,0,"Private room:Brooklyn"
"12520","Manhattan",40.7958,-73.93186,"Entire home/apt",280,2,53,2.29,2,12,0.510310363079829,"Entire home/apt:Manhattan"
"12521","Queens",40.74327,-73.90627,"Private room",75,3,9,0.28,2,7,0,"Private room:Queens"
"12522","Brooklyn",40.70969,-73.95252,"Entire home/apt",120,5,1,0.16,1,0,0.566946709513841,"Entire home/apt:Brooklyn"
"12523","Manhattan",40.7953,-73.97248,"Entire home/apt",250,2,2,0.07,1,0,0.866025403784439,"Entire home/apt:Manhattan"
"12524","Manhattan",40.80313,-73.95027,"Entire home/apt",135,2,113,3.58,1,86,-0.144337567297406,"Entire home/apt:Manhattan"
"12525","Manhattan",40.75536,-73.9995,"Private room",110,1,188,5.87,1,158,0.721687836487032,"Private room:Manhattan"
"12526","Brooklyn",40.62531,-73.93414,"Shared room",22,1,20,1.28,2,160,0.447213595499958,"Shared room:Brooklyn"
"12527","Brooklyn",40.64277,-73.94715,"Private room",49,2,18,0.59,2,90,0,"Private room:Brooklyn"
"12528","Manhattan",40.82204,-73.94517,"Private room",40,5,4,0.22,1,0,0.447213595499958,"Private room:Manhattan"
"12529","Queens",40.75559,-73.9208,"Private room",95,2,62,1.96,1,118,0.763675323681471,"Private room:Queens"
"12530","Manhattan",40.7806,-73.95178,"Entire home/apt",155,21,9,0.28,1,0,0,"Entire home/apt:Manhattan"
"12531","Brooklyn",40.7082,-73.94476,"Private room",47,1,5,0.74,1,4,0,"Private room:Brooklyn"
"12532","Manhattan",40.7635,-73.97677,"Entire home/apt",700,10,15,1.27,1,302,0.0377964473009227,"Entire home/apt:Manhattan"
"12533","Manhattan",40.72008,-73.98865,"Private room",109,1,3,0.18,3,0,0,"Private room:Manhattan"
"12534","Manhattan",40.74344,-73.99506,"Entire home/apt",149,2,8,0.25,1,0,0,"Entire home/apt:Manhattan"
"12535","Queens",40.76435,-73.92001,"Entire home/apt",101,17,9,0.28,1,0,0.449073119510249,"Entire home/apt:Queens"
"12536","Manhattan",40.77128,-73.95787,"Private room",80,4,19,0.6,1,0,0,"Private room:Manhattan"
"12537","Brooklyn",40.68903,-73.91828,"Entire home/apt",84,4,88,2.88,1,155,0,"Entire home/apt:Brooklyn"
"12538","Queens",40.69469,-73.78196,"Entire home/apt",99,2,13,1.71,2,365,0,"Entire home/apt:Queens"
"12539","Manhattan",40.76807,-73.98418,"Private room",100,2,2,0.09,3,0,0.335410196624968,"Private room:Manhattan"
"12540","Brooklyn",40.66209,-73.92913,"Shared room",50,1,23,0.74,2,364,0.41576092031015,"Shared room:Brooklyn"
"12541","Manhattan",40.77105,-73.9863,"Entire home/apt",175,30,4,0.14,10,160,0,"Entire home/apt:Manhattan"
"12542","Brooklyn",40.68257,-73.99626,"Entire home/apt",170,2,2,0.06,1,64,0.449073119510249,"Entire home/apt:Brooklyn"
"12543","Manhattan",40.782,-73.95143,"Private room",200,2,3,0.09,1,90,0.449073119510249,"Private room:Manhattan"
"12544","Manhattan",40.72754,-73.98329,"Entire home/apt",190,2,23,0.73,1,27,0.302371578407382,"Entire home/apt:Manhattan"
"12545","Queens",40.7322,-73.89944,"Entire home/apt",86,2,78,2.55,1,149,0.333333333333333,"Entire home/apt:Queens"
"12546","Brooklyn",40.70775,-73.94611,"Private room",75,3,3,0.11,1,0,0.3,"Private room:Brooklyn"
"12547","Bronx",40.84862,-73.92412,"Private room",75,1,3,0.32,1,365,0,"Private room:Bronx"
"12548","Brooklyn",40.6892,-73.95352,"Private room",200,2,3,0.09,4,189,0.918558653543692,"Private room:Brooklyn"
"12549","Brooklyn",40.73469,-73.95527,"Entire home/apt",86,4,2,0.06,1,0,0.388908729652601,"Entire home/apt:Brooklyn"
"12550","Manhattan",40.80761,-73.95416,"Entire home/apt",160,1,41,1.56,1,273,0.353553390593274,"Entire home/apt:Manhattan"
"12551","Brooklyn",40.69467,-73.923,"Private room",59,3,11,0.46,5,0,-0.0612372435695795,"Private room:Brooklyn"
"12552","Manhattan",40.76009,-73.98937,"Entire home/apt",280,5,1,0.03,1,0,0.288675134594813,"Entire home/apt:Manhattan"
"12553","Manhattan",40.86757,-73.92699,"Entire home/apt",89,14,14,0.57,1,4,0.755928946018454,"Entire home/apt:Manhattan"
"12554","Brooklyn",40.67001,-73.96197,"Entire home/apt",100,4,8,0.29,3,6,0.0377964473009227,"Entire home/apt:Brooklyn"
"12555","Brooklyn",40.64908,-74.01418,"Entire home/apt",75,4,5,0.16,1,0,0.85,"Entire home/apt:Brooklyn"
"12556","Brooklyn",40.63647,-73.97463,"Entire home/apt",100,2,1,0.03,1,0,0.816403261699931,"Entire home/apt:Brooklyn"
"12557","Manhattan",40.71608,-73.99233,"Private room",95,4,1,0.03,1,0,0.176776695296637,"Private room:Manhattan"
"12558","Brooklyn",40.6758,-73.93932,"Private room",50,3,7,0.31,1,249,0.3,"Private room:Brooklyn"
"12559","Manhattan",40.74292,-73.99969,"Entire home/apt",599,2,3,0.33,1,54,0.604743156814764,"Entire home/apt:Manhattan"
"12560","Queens",40.78955,-73.83921,"Private room",44,4,8,0.27,1,3,0.226778683805536,"Private room:Queens"
"12561","Manhattan",40.80325,-73.96174,"Private room",80,8,3,0.1,1,79,0.25,"Private room:Manhattan"
"12562","Brooklyn",40.64111,-73.95667,"Entire home/apt",98,2,27,0.96,1,168,0.188982236504614,"Entire home/apt:Brooklyn"
"12563","Manhattan",40.72666,-73.97969,"Entire home/apt",131,2,15,0.49,1,11,0.441941738241592,"Entire home/apt:Manhattan"
"12564","Brooklyn",40.70627,-73.94947,"Private room",70,10,17,0.61,1,0,0.5,"Private room:Brooklyn"
"12565","Brooklyn",40.67532,-73.94138,"Private room",35,3,2,0.07,1,0,0.204124145231932,"Private room:Brooklyn"
"12566","Brooklyn",40.66754,-73.98268,"Entire home/apt",200,31,2,0.17,11,310,0.577350269189626,"Entire home/apt:Brooklyn"
"12567","Brooklyn",40.6266,-73.90375,"Private room",85,3,30,1.15,1,90,0,"Private room:Brooklyn"
"12568","Manhattan",40.77129,-73.9501,"Entire home/apt",120,1,9,0.28,1,0,0.353553390593274,"Entire home/apt:Manhattan"
"12569","Manhattan",40.74128,-73.97863,"Entire home/apt",175,30,1,0.04,91,126,0.491934955049954,"Entire home/apt:Manhattan"
"12570","Brooklyn",40.72043,-73.95508,"Entire home/apt",150,2,13,0.41,1,0,0.411288417512236,"Entire home/apt:Brooklyn"
"12571","Queens",40.76904,-73.81687,"Private room",48,1,54,1.72,2,113,-0.4,"Private room:Queens"
"12572","Brooklyn",40.65563,-74.00197,"Private room",73,1,10,0.36,3,121,0.982707629823991,"Private room:Brooklyn"
"12573","Manhattan",40.8013,-73.96669,"Private room",85,7,14,0.51,1,0,0,"Private room:Manhattan"
"12574","Brooklyn",40.65477,-74.001,"Private room",69,1,32,1.14,3,292,0.982707629823991,"Private room:Brooklyn"
"12575","Manhattan",40.73073,-73.98652,"Entire home/apt",170,1,36,1.14,1,36,0.2,"Entire home/apt:Manhattan"
"12576","Manhattan",40.77833,-73.94775,"Entire home/apt",200,2,1,0.03,3,0,0.25,"Entire home/apt:Manhattan"
"12577","Manhattan",40.75356,-73.97155,"Private room",799,3,1,0.03,12,365,0,"Private room:Manhattan"
"12578","Manhattan",40.75368,-73.97358,"Private room",1599,3,2,0.08,12,365,0.163299316185545,"Private room:Manhattan"
"12579","Staten Island",40.59679,-74.083,"Private room",34,4,39,1.39,8,347,0.265165042944955,"Private room:Staten Island"
"12580","Manhattan",40.71339,-73.98926,"Private room",69,3,47,1.5,1,217,0,"Private room:Manhattan"
"12581","Manhattan",40.809,-73.9661,"Entire home/apt",150,5,3,0.1,1,25,0.377964473009227,"Entire home/apt:Manhattan"
"12582","Staten Island",40.59703,-74.08676,"Private room",33,4,18,0.83,7,322,0,"Private room:Staten Island"
"12583","Staten Island",40.59704,-74.08716,"Private room",32,4,30,1.2,7,342,0,"Private room:Staten Island"
"12584","Staten Island",40.59587,-74.08614,"Private room",35,4,10,0.34,7,323,0,"Private room:Staten Island"
"12585","Manhattan",40.75162,-73.9732,"Private room",649,3,1,0.03,12,365,0.163299316185545,"Private room:Manhattan"
"12586","Manhattan",40.7524,-73.97153,"Private room",699,3,1,0.03,12,365,0.0377964473009227,"Private room:Manhattan"
"12587","Brooklyn",40.6799,-73.99722,"Entire home/apt",290,6,3,0.1,1,0,0.530330085889911,"Entire home/apt:Brooklyn"
"12588","Brooklyn",40.71026,-73.94744,"Entire home/apt",145,3,43,1.36,1,5,0.111803398874989,"Entire home/apt:Brooklyn"
"12589","Manhattan",40.74446,-73.98044,"Entire home/apt",199,5,53,1.67,1,0,0.285773803324704,"Entire home/apt:Manhattan"
"12590","Manhattan",40.73992,-74.00221,"Entire home/apt",200,4,31,1.31,1,291,0,"Entire home/apt:Manhattan"
"12591","Manhattan",40.74694,-73.99728,"Entire home/apt",181,1,158,5.08,1,173,0.5,"Entire home/apt:Manhattan"
"12592","Brooklyn",40.73124,-73.95527,"Private room",75,5,1,0.05,1,0,0.612372435695795,"Private room:Brooklyn"
"12593","Brooklyn",40.66459,-73.9905,"Entire home/apt",130,4,1,0.03,1,0,0.804984471899924,"Entire home/apt:Brooklyn"
"12594","Queens",40.75094,-73.85244,"Entire home/apt",125,1,16,0.52,1,157,0.288675134594813,"Entire home/apt:Queens"
"12595","Manhattan",40.77316,-73.94495,"Entire home/apt",250,2,10,0.33,1,0,0.972271824131503,"Entire home/apt:Manhattan"
"12596","Manhattan",40.80764,-73.93963,"Entire home/apt",175,1,8,0.29,1,66,0,"Entire home/apt:Manhattan"
"12597","Brooklyn",40.71603,-73.96426,"Entire home/apt",180,4,63,2.02,1,1,0.226778683805536,"Entire home/apt:Brooklyn"
"12598","Brooklyn",40.63485,-73.92055,"Shared room",40,2,4,0.13,2,3,0,"Shared room:Brooklyn"
"12599","Manhattan",40.76409,-73.9791,"Entire home/apt",500,2,4,0.13,1,91,0.265165042944955,"Entire home/apt:Manhattan"
"12600","Manhattan",40.84657,-73.9357,"Private room",65,2,55,5.54,1,5,0,"Private room:Manhattan"
"12601","Manhattan",40.78859,-73.97568,"Private room",60,14,1,0.04,1,0,0.707106781186547,"Private room:Manhattan"
"12602","Brooklyn",40.69015,-73.97264,"Entire home/apt",265,31,33,1.2,1,281,0.388908729652601,"Entire home/apt:Brooklyn"
"12603","Manhattan",40.75574,-73.9705,"Entire home/apt",279,5,3,0.1,1,0,0.244948974278318,"Entire home/apt:Manhattan"
"12604","Staten Island",40.59412,-74.06955,"Private room",105,1,12,0.39,1,89,0,"Private room:Staten Island"
"12605","Manhattan",40.81783,-73.94051,"Entire home/apt",110,2,60,1.92,1,47,0.212132034355964,"Entire home/apt:Manhattan"
"12606","Staten Island",40.63267,-74.08369,"Private room",34,3,24,0.78,3,159,0.244948974278318,"Private room:Staten Island"
"12607","Manhattan",40.72624,-73.978,"Private room",49,3,1,0.04,2,0,0.377964473009227,"Private room:Manhattan"
"12608","Brooklyn",40.68239,-73.89319,"Private room",65,3,22,0.7,1,89,0.265165042944955,"Private room:Brooklyn"
"12609","Brooklyn",40.61426,-73.97746,"Private room",65,3,8,0.26,2,40,0,"Private room:Brooklyn"
"12610","Manhattan",40.79528,-73.97325,"Private room",100,3,38,1.21,1,14,0.542535627097887,"Private room:Manhattan"
"12611","Brooklyn",40.69383,-73.94326,"Private room",55,1,1,0.03,1,6,0.166666666666667,"Private room:Brooklyn"
"12612","Brooklyn",40.68338,-73.9078,"Private room",70,2,16,0.87,1,29,0.244948974278318,"Private room:Brooklyn"
"12613","Brooklyn",40.69278,-73.95987,"Private room",50,30,11,0.36,4,79,0,"Private room:Brooklyn"
"12614","Brooklyn",40.67549,-73.96598,"Entire home/apt",158,30,7,0.26,3,37,0.872066511224918,"Entire home/apt:Brooklyn"
"12615","Brooklyn",40.68778,-73.91381,"Private room",120,3,1,0.03,1,0,-0.306186217847897,"Private room:Brooklyn"
"12616","Manhattan",40.73385,-73.99928,"Entire home/apt",200,5,1,0.06,1,36,0.721687836487032,"Entire home/apt:Manhattan"
"12617","Brooklyn",40.67034,-73.95169,"Private room",30,3,1,0.03,1,0,0.408248290463863,"Private room:Brooklyn"
"12618","Queens",40.74535,-73.91985,"Private room",135,7,1,0.03,1,0,0.188982236504614,"Private room:Queens"
"12619","Brooklyn",40.6734,-73.98235,"Entire home/apt",250,3,54,1.72,1,0,0.28347335475692,"Entire home/apt:Brooklyn"
"12620","Manhattan",40.80397,-73.93499,"Private room",100,29,4,0.18,2,66,0.71443450831176,"Private room:Manhattan"
"12621","Brooklyn",40.66838,-73.93134,"Private room",50,4,28,0.95,1,0,0.4,"Private room:Brooklyn"
"12622","Queens",40.74658,-73.87358,"Private room",30,1,106,3.36,8,142,0.755928946018454,"Private room:Queens"
"12623","Brooklyn",40.71319,-73.93606,"Entire home/apt",160,2,11,0.35,1,0,0.571547606649408,"Entire home/apt:Brooklyn"
"12624","Manhattan",40.75302,-73.97221,"Private room",699,3,2,0.06,12,365,0,"Private room:Manhattan"
"12625","Brooklyn",40.71329,-73.96223,"Private room",60,2,7,0.23,5,0,0,"Private room:Brooklyn"
"12626","Bronx",40.85711,-73.86474,"Private room",45,5,30,0.98,2,318,0.408248290463863,"Private room:Bronx"
"12627","Brooklyn",40.67368,-73.92165,"Private room",29,2,97,3.07,5,145,0.188982236504614,"Private room:Brooklyn"
"12628","Manhattan",40.796,-73.94863,"Entire home/apt",265,3,111,3.53,1,155,0.441941738241592,"Entire home/apt:Manhattan"
"12629","Manhattan",40.79147,-73.94791,"Entire home/apt",225,5,6,0.38,1,0,0.75,"Entire home/apt:Manhattan"
"12630","Bronx",40.89743,-73.86983,"Private room",68,2,1,0.07,2,39,0.408248290463863,"Private room:Bronx"
"12631","Brooklyn",40.70389,-73.92771,"Entire home/apt",135,3,5,0.2,1,0,0.313049516849971,"Entire home/apt:Brooklyn"
"12632","Manhattan",40.81588,-73.93984,"Entire home/apt",400,2,3,0.1,4,180,0.734846922834954,"Entire home/apt:Manhattan"
"12633","Brooklyn",40.69107,-73.99378,"Entire home/apt",200,4,71,2.3,1,230,0.5,"Entire home/apt:Brooklyn"
"12634","Brooklyn",40.64583,-73.9483,"Shared room",25,30,10,0.32,4,332,0.408248290463863,"Shared room:Brooklyn"
"12635","Brooklyn",40.70666,-73.93666,"Private room",45,3,31,1.01,1,0,0,"Private room:Brooklyn"
"12636","Brooklyn",40.71332,-73.96585,"Private room",85,6,7,0.23,2,19,0.353553390593274,"Private room:Brooklyn"
"12637","Brooklyn",40.65221,-73.93634,"Private room",21,5,4,0.15,1,0,0.408248290463863,"Private room:Brooklyn"
"12638","Manhattan",40.70551,-74.00735,"Private room",113,3,131,4.21,3,12,0.111803398874989,"Private room:Manhattan"
"12639","Brooklyn",40.71306,-73.94856,"Entire home/apt",199,3,1,0.03,1,0,1.24721359549996,"Entire home/apt:Brooklyn"
"12640","Bronx",40.82286,-73.84765,"Entire home/apt",86,2,86,2.76,1,171,0.3,"Entire home/apt:Bronx"
"12641","Queens",40.76001,-73.91865,"Entire home/apt",95,2,9,0.29,1,212,0.71443450831176,"Entire home/apt:Queens"
"12642","Manhattan",40.7732,-73.95857,"Private room",100,2,14,0.46,1,0,0,"Private room:Manhattan"
"12643","Manhattan",40.72321,-73.99514,"Entire home/apt",199,3,3,0.1,1,0,0,"Entire home/apt:Manhattan"
"12644","Manhattan",40.71916,-73.99229,"Private room",98,2,76,2.42,1,46,0.353553390593274,"Private room:Manhattan"
"12645","Brooklyn",40.69501,-73.93363,"Entire home/apt",25,2,50,1.65,1,6,0.755928946018454,"Entire home/apt:Brooklyn"
"12646","Brooklyn",40.6885,-73.93283,"Entire home/apt",130,2,51,1.76,1,83,0.898146239020499,"Entire home/apt:Brooklyn"
"12647","Manhattan",40.77146,-73.98906,"Entire home/apt",200,2,3,0.1,1,0,0.661437827766148,"Entire home/apt:Manhattan"
"12648","Queens",40.74271,-73.78749,"Entire home/apt",94,1,18,0.6,3,173,0,"Entire home/apt:Queens"
"12649","Manhattan",40.72315,-73.97878,"Entire home/apt",150,5,8,0.26,1,0,0.347850542618522,"Entire home/apt:Manhattan"
"12650","Brooklyn",40.68856,-73.91503,"Private room",85,4,4,0.13,2,8,0.472455591261534,"Private room:Brooklyn"
"12651","Brooklyn",40.71545,-73.95406,"Private room",110,1,77,2.51,2,39,0.377964473009227,"Private room:Brooklyn"
"12652","Manhattan",40.74485,-74.00186,"Entire home/apt",60,1,124,3.94,1,86,0.188982236504614,"Entire home/apt:Manhattan"
"12653","Manhattan",40.7987,-73.9621,"Private room",110,1,1,0.03,1,0,0.707106781186547,"Private room:Manhattan"
"12654","Brooklyn",40.69587,-73.93407,"Private room",60,2,37,1.18,1,90,0,"Private room:Brooklyn"
"12655","Manhattan",40.80804,-73.943,"Entire home/apt",120,4,22,0.71,1,0,0.604743156814764,"Entire home/apt:Manhattan"
"12656","Manhattan",40.83069,-73.94779,"Private room",58,4,131,4.17,2,115,0.510310363079829,"Private room:Manhattan"
"12657","Queens",40.71041,-73.90977,"Private room",40,2,20,0.64,1,0,0.377964473009227,"Private room:Queens"
