"","neighbourhood_group","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","reviews_per_month","calculated_host_listings_count","availability_365","sentiment_score","new_factor"
"12261","Queens",40.75558,-73.83343,"Private room",96,1,73,2.3,1,343,0,"Private room:Queens"
"12262","Brooklyn",40.71361,-73.94804,"Private room",109,1,228,6.97,3,326,0.441941738241592,"Private room:Brooklyn"
"12263","Brooklyn",40.71326,-73.94947,"Private room",99,1,220,6.71,3,352,0,"Private room:Brooklyn"
"12264","Brooklyn",40.70604,-73.94307,"Private room",55,3,4,0.13,1,0,0,"Private room:Brooklyn"
"12265","Manhattan",40.73088,-74.00378,"Entire home/apt",300,1,59,1.83,1,73,-0.176776695296637,"Entire home/apt:Manhattan"
"12266","Manhattan",40.72635,-73.98578,"Private room",155,1,1,0.04,1,0,0.377964473009227,"Private room:Manhattan"
"12267","Manhattan",40.81102,-73.94712,"Entire home/apt",133,4,23,0.72,1,5,0.5,"Entire home/apt:Manhattan"
"12268","Brooklyn",40.64008,-73.96579,"Entire home/apt",180,3,5,0.15,2,0,0.306186217847897,"Entire home/apt:Brooklyn"
"12269","Brooklyn",40.67718,-73.91405,"Entire home/apt",135,4,9,0.29,1,0,0.408248290463863,"Entire home/apt:Brooklyn"
"12270","Manhattan",40.74634,-73.98704,"Private room",179,1,4,0.13,1,337,0.125,"Private room:Manhattan"
"12271","Manhattan",40.81407,-73.95092,"Entire home/apt",100,3,2,0.06,1,0,0.335410196624968,"Entire home/apt:Manhattan"
"12272","Manhattan",40.77079,-73.95922,"Private room",100,2,17,0.52,1,4,0.0944911182523068,"Private room:Manhattan"
"12273","Brooklyn",40.68602,-73.91522,"Private room",45,1,2,0.06,26,250,0.0447213595499958,"Private room:Brooklyn"
"12274","Manhattan",40.73281,-73.98686,"Entire home/apt",250,4,12,0.37,1,3,0.388908729652601,"Entire home/apt:Manhattan"
"12275","Brooklyn",40.71623,-73.95777,"Private room",350,1,19,0.64,4,244,0.3,"Private room:Brooklyn"
"12276","Brooklyn",40.69226,-73.93458,"Entire home/apt",176,2,80,2.52,2,197,0,"Entire home/apt:Brooklyn"
"12277","Manhattan",40.8091,-73.94241,"Private room",89,1,3,0.1,3,0,0.28347335475692,"Private room:Manhattan"
"12278","Manhattan",40.71983,-73.98196,"Entire home/apt",160,3,90,3.17,1,147,0.447213595499958,"Entire home/apt:Manhattan"
"12279","Bronx",40.89121,-73.85131,"Entire home/apt",79,3,18,0.57,1,5,0.377964473009227,"Entire home/apt:Bronx"
"12280","Brooklyn",40.71551,-73.96356,"Entire home/apt",150,30,3,0.09,1,179,0.453557367611073,"Entire home/apt:Brooklyn"
"12281","Brooklyn",40.68992,-73.90951,"Private room",63,2,20,0.62,1,0,0.2,"Private room:Brooklyn"
"12282","Queens",40.7785,-73.91693,"Private room",55,1,5,0.15,2,0,0.566946709513841,"Private room:Queens"
"12283","Brooklyn",40.7007,-73.92359,"Private room",90,3,3,0.09,1,0,0.571547606649408,"Private room:Brooklyn"
"12284","Brooklyn",40.71124,-73.96451,"Entire home/apt",164,2,1,0.03,1,0,0.223606797749979,"Entire home/apt:Brooklyn"
"12285","Queens",40.70075,-73.88743,"Private room",40,1,117,3.63,1,300,0.306186217847897,"Private room:Queens"
"12286","Brooklyn",40.72831,-73.95634,"Entire home/apt",250,3,2,0.11,1,0,0.388908729652601,"Entire home/apt:Brooklyn"
"12287","Manhattan",40.70602,-74.00891,"Private room",90,4,61,1.9,2,246,0.3,"Private room:Manhattan"
"12288","Brooklyn",40.6418,-73.93947,"Entire home/apt",120,2,56,1.82,1,85,0.408248290463863,"Entire home/apt:Brooklyn"
"12289","Brooklyn",40.68887,-73.92903,"Entire home/apt",95,4,20,1.81,1,14,0,"Entire home/apt:Brooklyn"
"12290","Manhattan",40.80131,-73.97114,"Entire home/apt",175,21,5,0.19,1,0,0.3,"Entire home/apt:Manhattan"
"12291","Manhattan",40.78918,-73.94652,"Entire home/apt",100,7,17,0.54,1,11,0,"Entire home/apt:Manhattan"
"12292","Brooklyn",40.68338,-73.95075,"Entire home/apt",100,5,11,0.44,1,298,0.335410196624968,"Entire home/apt:Brooklyn"
"12293","Brooklyn",40.70634,-73.95338,"Private room",49,5,17,0.53,1,0,0.601040764008565,"Private room:Brooklyn"
"12294","Manhattan",40.72297,-73.98946,"Private room",333,1,40,1.27,2,62,0.212132034355964,"Private room:Manhattan"
"12295","Manhattan",40.78857,-73.94952,"Private room",100,3,20,0.66,1,188,0.612372435695795,"Private room:Manhattan"
"12296","Manhattan",40.76258,-73.98575,"Entire home/apt",155,30,1,0.03,96,309,0,"Entire home/apt:Manhattan"
"12297","Brooklyn",40.65776,-73.96174,"Private room",65,20,3,0.39,1,35,0.282842712474619,"Private room:Brooklyn"
"12298","Brooklyn",40.71365,-73.96232,"Private room",70,3,12,0.38,1,188,0.566946709513841,"Private room:Brooklyn"
"12299","Brooklyn",40.68908,-73.95545,"Private room",59,2,171,5.26,3,57,0.306186217847897,"Private room:Brooklyn"
"12300","Manhattan",40.75365,-73.97151,"Private room",369,3,8,0.25,12,365,0.302371578407382,"Private room:Manhattan"
"12301","Brooklyn",40.70018,-73.93858,"Private room",55,3,1,0.03,1,0,0.346410161513775,"Private room:Brooklyn"
"12302","Queens",40.67126,-73.72982,"Private room",55,2,4,0.13,2,349,0.265165042944955,"Private room:Queens"
"12303","Manhattan",40.71819,-73.99786,"Entire home/apt",196,6,6,0.2,1,268,0.441941738241592,"Entire home/apt:Manhattan"
"12304","Brooklyn",40.69688,-73.93396,"Private room",69,2,96,2.93,1,36,0.916787870774914,"Private room:Brooklyn"
"12305","Manhattan",40.81736,-73.95294,"Private room",65,3,49,1.5,1,46,0.793725393319377,"Private room:Manhattan"
"12306","Manhattan",40.7209,-73.98428,"Private room",100,2,16,0.5,1,66,0.0833333333333333,"Private room:Manhattan"
"12307","Manhattan",40.76028,-73.98846,"Private room",92,1,140,4.29,2,152,0,"Private room:Manhattan"
"12308","Brooklyn",40.68915,-73.95245,"Entire home/apt",365,5,77,2.44,1,112,0,"Entire home/apt:Brooklyn"
"12309","Brooklyn",40.71585,-73.95325,"Entire home/apt",136,30,8,0.3,1,0,0.357770876399966,"Entire home/apt:Brooklyn"
"12310","Manhattan",40.72503,-73.97851,"Entire home/apt",300,10,4,0.53,1,16,0.265165042944955,"Entire home/apt:Manhattan"
"12311","Bronx",40.82006,-73.90332,"Private room",80,2,77,2.37,2,365,1.00623058987491,"Private room:Bronx"
"12312","Brooklyn",40.65237,-73.97365,"Entire home/apt",90,7,1,0.05,2,210,0.226778683805536,"Entire home/apt:Brooklyn"
"12313","Brooklyn",40.68561,-73.95431,"Entire home/apt",150,30,13,0.41,1,220,0.288675134594813,"Entire home/apt:Brooklyn"
"12314","Manhattan",40.79516,-73.96813,"Private room",119,1,117,3.61,1,365,0.32659863237109,"Private room:Manhattan"
"12315","Brooklyn",40.71809,-73.95283,"Entire home/apt",200,5,1,0.03,1,0,0.306186217847897,"Entire home/apt:Brooklyn"
"12316","Brooklyn",40.65989,-73.95386,"Entire home/apt",99,2,96,2.98,1,0,0.226778683805536,"Entire home/apt:Brooklyn"
"12317","Manhattan",40.76395,-73.96196,"Entire home/apt",270,1,3,0.1,1,0,0.472455591261534,"Entire home/apt:Manhattan"
"12318","Manhattan",40.74437,-73.97295,"Entire home/apt",190,30,4,0.13,96,331,0,"Entire home/apt:Manhattan"
"12319","Manhattan",40.74565,-73.99183,"Entire home/apt",205,30,1,0.05,87,365,0,"Entire home/apt:Manhattan"
"12320","Brooklyn",40.71512,-73.95655,"Private room",80,2,29,0.9,2,34,0.212132034355964,"Private room:Brooklyn"
"12321","Manhattan",40.71634,-74.00505,"Entire home/apt",1500,2,4,0.12,1,365,0,"Entire home/apt:Manhattan"
"12322","Brooklyn",40.70416,-73.98539,"Private room",105,2,146,4.52,1,62,0.321269802057843,"Private room:Brooklyn"
"12323","Manhattan",40.74124,-74.00025,"Entire home/apt",150,6,1,0.03,1,0,0.333333333333333,"Entire home/apt:Manhattan"
"12324","Brooklyn",40.60396,-73.95761,"Entire home/apt",146,3,98,3.11,1,79,0.529150262212918,"Entire home/apt:Brooklyn"
"12325","Brooklyn",40.67358,-73.97171,"Entire home/apt",125,7,1,0.03,1,0,0.510252038562457,"Entire home/apt:Brooklyn"
"12326","Brooklyn",40.65131,-73.97866,"Private room",125,2,89,2.78,1,310,0.212132034355964,"Private room:Brooklyn"
"12327","Brooklyn",40.68326,-73.98004,"Entire home/apt",182,4,83,2.82,1,254,0.453557367611073,"Entire home/apt:Brooklyn"
"12328","Brooklyn",40.67989,-73.94298,"Private room",55,2,16,0.52,1,311,0.804984471899924,"Private room:Brooklyn"
"12329","Brooklyn",40.68501,-73.98581,"Entire home/apt",255,3,16,0.52,1,33,0.335410196624968,"Entire home/apt:Brooklyn"
"12330","Manhattan",40.76383,-73.98947,"Entire home/apt",160,45,17,0.54,12,281,0.353553390593274,"Entire home/apt:Manhattan"
"12331","Manhattan",40.71165,-73.9993,"Entire home/apt",125,1,59,1.82,1,88,0.335410196624968,"Entire home/apt:Manhattan"
"12332","Brooklyn",40.694,-73.94675,"Private room",54,1,166,5.09,2,0,0.380131556174964,"Private room:Brooklyn"
"12333","Brooklyn",40.69395,-73.95934,"Entire home/apt",170,2,149,4.6,1,1,0.288675134594813,"Entire home/apt:Brooklyn"
"12334","Brooklyn",40.6378,-73.9696,"Private room",65,4,7,0.22,1,0,0.459619407771256,"Private room:Brooklyn"
"12335","Manhattan",40.72868,-73.99036,"Private room",50,4,1,0.03,1,0,0.680336051416609,"Private room:Manhattan"
"12336","Manhattan",40.74584,-73.99103,"Entire home/apt",229,30,3,0.12,87,364,0,"Entire home/apt:Manhattan"
"12337","Brooklyn",40.6724,-73.88839,"Private room",300,3,8,0.26,2,80,0.25,"Private room:Brooklyn"
"12338","Brooklyn",40.66132,-73.98678,"Entire home/apt",85,5,5,0.16,1,0,0.69923427506707,"Entire home/apt:Brooklyn"
"12339","Queens",40.74481,-73.91671,"Private room",139,1,3,0.12,4,365,0.176776695296637,"Private room:Queens"
"12340","Brooklyn",40.67143,-73.92971,"Entire home/apt",83,30,7,0.22,1,311,0.353553390593274,"Entire home/apt:Brooklyn"
"12341","Brooklyn",40.69413,-73.94481,"Private room",49,1,153,4.72,2,0,0.603738353924943,"Private room:Brooklyn"
"12342","Manhattan",40.72891,-73.98797,"Entire home/apt",120,6,46,1.75,1,40,0.204124145231932,"Entire home/apt:Manhattan"
"12343","Queens",40.76982,-73.93501,"Private room",60,4,6,0.28,1,96,0,"Private room:Queens"
"12344","Manhattan",40.73167,-73.98146,"Private room",175,1,6,0.19,1,180,0,"Private room:Manhattan"
"12345","Queens",40.70639,-73.90058,"Private room",50,2,13,0.4,1,0,0.75,"Private room:Queens"
"12346","Manhattan",40.79386,-73.97223,"Private room",80,1,111,3.51,1,42,-0.226778683805536,"Private room:Manhattan"
"12347","Manhattan",40.80237,-73.96601,"Private room",110,7,1,0.03,1,87,0.530330085889911,"Private room:Manhattan"
"12348","Staten Island",40.54106,-74.14666,"Entire home/apt",70,5,83,2.56,1,291,0.3,"Entire home/apt:Staten Island"
"12349","Queens",40.75523,-73.88418,"Private room",70,1,52,1.61,1,0,0.335410196624968,"Private room:Queens"
"12350","Brooklyn",40.67427,-73.97652,"Entire home/apt",350,2,22,0.69,1,21,0.434659143960611,"Entire home/apt:Brooklyn"
"12351","Brooklyn",40.67844,-74.00028,"Entire home/apt",90,7,1,0.07,3,50,0.176776695296637,"Entire home/apt:Brooklyn"
"12352","Manhattan",40.73016,-73.98171,"Entire home/apt",178,9,22,0.71,1,0,0.661437827766148,"Entire home/apt:Manhattan"
"12353","Manhattan",40.76626,-73.98338,"Entire home/apt",369,30,1,0.06,121,345,0.559016994374947,"Entire home/apt:Manhattan"
"12354","Queens",40.74246,-73.90125,"Private room",40,1,7,0.23,1,0,0.408248290463863,"Private room:Queens"
"12355","Brooklyn",40.68898,-73.98751,"Entire home/apt",160,2,127,3.9,1,270,0.5,"Entire home/apt:Brooklyn"
"12356","Brooklyn",40.65678,-73.95154,"Private room",99,2,5,0.16,1,364,1.01036297108185,"Private room:Brooklyn"
"12357","Brooklyn",40.69382,-73.90925,"Shared room",28,1,117,4.56,4,118,0.357770876399966,"Shared room:Brooklyn"
"12358","Manhattan",40.7152,-73.99947,"Entire home/apt",159,6,39,1.31,1,351,0,"Entire home/apt:Manhattan"
"12359","Manhattan",40.72461,-73.98172,"Private room",85,2,37,1.2,1,6,0.335410196624968,"Private room:Manhattan"
"12360","Brooklyn",40.68844,-73.90531,"Private room",49,1,74,2.42,3,53,0.530330085889911,"Private room:Brooklyn"
"12361","Manhattan",40.82914,-73.94736,"Private room",69,4,153,4.74,2,125,0.5,"Private room:Manhattan"
"12362","Brooklyn",40.68718,-73.97289,"Entire home/apt",200,2,2,2,1,15,0.402492235949962,"Entire home/apt:Brooklyn"
"12363","Brooklyn",40.67749,-74.00761,"Private room",62,5,6,0.19,1,0,0.226778683805536,"Private room:Brooklyn"
"12364","Queens",40.72712,-73.8308,"Entire home/apt",105,3,4,0.12,1,1,0.69923427506707,"Entire home/apt:Queens"
"12365","Brooklyn",40.67034,-73.93902,"Entire home/apt",87,1,9,0.3,3,0,0.28347335475692,"Entire home/apt:Brooklyn"
"12366","Brooklyn",40.68442,-73.9083,"Entire home/apt",99,3,126,3.93,1,46,0.447213595499958,"Entire home/apt:Brooklyn"
"12367","Brooklyn",40.70653,-73.93864,"Entire home/apt",109,4,91,3.31,1,212,0,"Entire home/apt:Brooklyn"
"12368","Manhattan",40.74665,-73.98042,"Entire home/apt",175,2,11,0.6,1,88,0.612372435695795,"Entire home/apt:Manhattan"
"12369","Manhattan",40.75968,-73.99797,"Entire home/apt",289,2,4,0.13,1,0,0.377964473009227,"Entire home/apt:Manhattan"
"12370","Brooklyn",40.70944,-73.96161,"Entire home/apt",209,2,23,0.72,2,11,-0.23094010767585,"Entire home/apt:Brooklyn"
"12371","Brooklyn",40.69748,-73.92588,"Entire home/apt",75,2,84,2.61,1,322,-0.0377964473009227,"Entire home/apt:Brooklyn"
"12372","Manhattan",40.77789,-73.95473,"Entire home/apt",117,30,1,0.75,91,311,0.408248290463863,"Entire home/apt:Manhattan"
"12373","Brooklyn",40.66048,-73.93335,"Entire home/apt",80,1,127,6.54,1,7,-0.163299316185545,"Entire home/apt:Brooklyn"
"12374","Manhattan",40.7659,-73.98371,"Entire home/apt",250,15,1,0.35,1,52,0.32659863237109,"Entire home/apt:Manhattan"
"12375","Brooklyn",40.7121,-73.95892,"Private room",70,2,19,0.6,1,19,0.612372435695795,"Private room:Brooklyn"
"12376","Brooklyn",40.70687,-73.9425,"Entire home/apt",150,3,19,0.59,1,0,0.226778683805536,"Entire home/apt:Brooklyn"
"12377","Manhattan",40.70959,-74.00646,"Entire home/apt",145,3,2,0.06,1,0,0,"Entire home/apt:Manhattan"
"12378","Manhattan",40.73428,-73.99969,"Entire home/apt",221,30,3,0.13,1,0,0.268328157299975,"Entire home/apt:Manhattan"
"12379","Brooklyn",40.68858,-73.92212,"Entire home/apt",142,1,122,3.8,1,80,0.0636396103067893,"Entire home/apt:Brooklyn"
"12380","Manhattan",40.72117,-73.97839,"Private room",80,6,10,0.31,2,7,0.268328157299975,"Private room:Manhattan"
"12381","Manhattan",40.8349,-73.94829,"Entire home/apt",150,3,36,1.13,1,5,0.306186217847897,"Entire home/apt:Manhattan"
"12382","Brooklyn",40.7158,-73.94259,"Entire home/apt",150,1,17,0.6,1,102,0.5,"Entire home/apt:Brooklyn"
"12383","Brooklyn",40.67538,-73.98117,"Private room",47,2,7,0.26,1,0,0.353553390593274,"Private room:Brooklyn"
"12384","Queens",40.75957,-73.82206,"Entire home/apt",85,1,68,2.13,1,0,0.445710678118655,"Entire home/apt:Queens"
"12385","Brooklyn",40.65815,-73.98172,"Entire home/apt",100,2,87,2.78,1,77,0.530330085889911,"Entire home/apt:Brooklyn"
"12386","Queens",40.75082,-73.89447,"Entire home/apt",99,2,171,5.3,2,1,0.920500100107115,"Entire home/apt:Queens"
"12387","Brooklyn",40.66011,-73.93202,"Private room",33,2,119,3.69,1,277,0.530722777603022,"Private room:Brooklyn"
"12388","Brooklyn",40.69889,-73.92937,"Private room",50,2,72,2.35,2,293,0.447213595499958,"Private room:Brooklyn"
"12389","Manhattan",40.73317,-73.99813,"Entire home/apt",295,365,15,0.49,1,0,0.618718433538229,"Entire home/apt:Manhattan"
"12390","Brooklyn",40.70688,-73.96745,"Private room",72,1,154,4.79,1,215,0.408248290463863,"Private room:Brooklyn"
"12391","Manhattan",40.71454,-73.99271,"Entire home/apt",300,7,58,1.79,1,36,0.396862696659689,"Entire home/apt:Manhattan"
"12392","Brooklyn",40.68866,-73.96147,"Private room",48,20,24,0.78,1,304,0.176776695296637,"Private room:Brooklyn"
"12393","Brooklyn",40.65783,-73.9563,"Private room",100,2,90,2.95,2,0,0.449073119510249,"Private room:Brooklyn"
"12394","Manhattan",40.7611,-73.97412,"Entire home/apt",2000,2,3,0.38,6,364,0.41576092031015,"Entire home/apt:Manhattan"
"12395","Brooklyn",40.68898,-73.94756,"Private room",53,1,59,1.9,1,188,0.176776695296637,"Private room:Brooklyn"
"12396","Manhattan",40.77502,-73.95536,"Private room",143,2,8,0.26,1,365,0.333333333333333,"Private room:Manhattan"
"12397","Manhattan",40.80986,-73.95349,"Private room",164,1,143,4.82,5,221,0.408248290463863,"Private room:Manhattan"
"12398","Brooklyn",40.66197,-73.94668,"Private room",48,2,74,2.38,2,20,0,"Private room:Brooklyn"
"12399","Manhattan",40.72524,-73.97777,"Private room",70,1,209,6.45,1,203,0.449073119510249,"Private room:Manhattan"
"12400","Brooklyn",40.71368,-73.94236,"Private room",89,5,26,0.8,3,0,0.670820393249937,"Private room:Brooklyn"
"12401","Brooklyn",40.69702,-73.93269,"Private room",43,1,1,0.03,1,0,0,"Private room:Brooklyn"
"12402","Manhattan",40.786,-73.94571,"Private room",99,2,81,2.51,3,88,0.670820393249937,"Private room:Manhattan"
"12403","Brooklyn",40.71805,-73.96416,"Private room",105,1,38,1.21,1,0,0.340168025708305,"Private room:Brooklyn"
"12404","Manhattan",40.8451,-73.94101,"Private room",65,5,3,0.1,1,179,0,"Private room:Manhattan"
"12405","Manhattan",40.78146,-73.97917,"Entire home/apt",265,2,16,0.52,1,16,0.816496580927726,"Entire home/apt:Manhattan"
"12406","Manhattan",40.73267,-73.98259,"Private room",100,3,1,0.03,1,0,0,"Private room:Manhattan"
"12407","Brooklyn",40.64759,-73.99812,"Private room",38,2,1,0.03,1,0,0.604743156814764,"Private room:Brooklyn"
"12408","Queens",40.76422,-73.92491,"Private room",88,5,7,0.22,1,0,0.612372435695795,"Private room:Queens"
"12409","Brooklyn",40.67432,-73.95329,"Private room",700,30,1,0.03,1,87,0.5,"Private room:Brooklyn"
"12410","Manhattan",40.79369,-73.96539,"Entire home/apt",150,4,1,0.03,1,0,0.428660704987056,"Entire home/apt:Manhattan"
"12411","Brooklyn",40.69092,-73.91195,"Private room",50,1,4,0.12,1,0,0,"Private room:Brooklyn"
"12412","Brooklyn",40.68537,-73.95043,"Private room",70,1,1,0.03,1,0,0,"Private room:Brooklyn"
"12413","Brooklyn",40.68241,-73.97957,"Private room",225,15,4,0.13,1,0,0.408248290463863,"Private room:Brooklyn"
"12414","Queens",40.66996,-73.8223,"Private room",120,1,31,1.03,1,352,0.447213595499958,"Private room:Queens"
"12415","Brooklyn",40.68148,-73.8904,"Entire home/apt",63,4,54,1.71,1,344,0.302371578407382,"Entire home/apt:Brooklyn"
"12416","Brooklyn",40.69912,-73.93508,"Private room",65,3,72,2.26,1,179,0.178885438199983,"Private room:Brooklyn"
"12417","Brooklyn",40.6825,-73.87165,"Shared room",25,1,64,2.02,6,0,0.816496580927726,"Shared room:Brooklyn"
"12418","Queens",40.76092,-73.82194,"Entire home/apt",143,30,4,0.22,15,7,0.13228756555323,"Entire home/apt:Queens"
"12419","Manhattan",40.74226,-73.98344,"Entire home/apt",197,2,47,1.46,1,13,0.653197264742181,"Entire home/apt:Manhattan"
"12420","Brooklyn",40.72311,-73.9411,"Private room",89,1,86,2.7,1,173,0.559016994374947,"Private room:Brooklyn"
"12421","Manhattan",40.73278,-74.00053,"Entire home/apt",125,7,12,0.38,1,0,0.0447213595499958,"Entire home/apt:Manhattan"
"12422","Manhattan",40.79084,-73.93962,"Entire home/apt",250,3,6,0.22,1,0,0.707106781186547,"Entire home/apt:Manhattan"
"12423","Manhattan",40.71542,-73.99045,"Private room",119,6,117,3.65,2,207,0.28347335475692,"Private room:Manhattan"
"12424","Manhattan",40.77409,-73.98031,"Private room",128,7,71,2.21,1,171,0.28347335475692,"Private room:Manhattan"
"12425","Brooklyn",40.69527,-73.9365,"Entire home/apt",169,3,44,1.4,1,64,-0.233333333333333,"Entire home/apt:Brooklyn"
"12426","Manhattan",40.73726,-73.97932,"Private room",115,3,61,1.94,1,137,0.857321409974112,"Private room:Manhattan"
"12427","Manhattan",40.74771,-73.98873,"Private room",115,1,2,0.08,1,88,0.375,"Private room:Manhattan"
"12428","Manhattan",40.81676,-73.96069,"Private room",100,3,6,0.19,2,0,0.694022093788567,"Private room:Manhattan"
"12429","Brooklyn",40.69411,-73.94086,"Private room",50,3,91,2.83,4,262,0.282842712474619,"Private room:Brooklyn"
"12430","Manhattan",40.80811,-73.94486,"Entire home/apt",200,7,3,0.09,2,0,0.367423461417477,"Entire home/apt:Manhattan"
"12431","Manhattan",40.81462,-73.95248,"Entire home/apt",203,3,13,0.42,2,0,0.45,"Entire home/apt:Manhattan"
"12432","Manhattan",40.76126,-73.98636,"Entire home/apt",190,10,5,0.16,1,0,0.449073119510249,"Entire home/apt:Manhattan"
"12433","Brooklyn",40.70781,-73.95324,"Private room",58,2,6,0.2,1,0,0.306186217847897,"Private room:Brooklyn"
"12434","Brooklyn",40.68386,-73.96813,"Entire home/apt",150,2,1,0.05,1,0,0.888216511571684,"Entire home/apt:Brooklyn"
"12435","Manhattan",40.74318,-74.00137,"Entire home/apt",180,4,46,1.48,1,0,0.632784850218988,"Entire home/apt:Manhattan"
"12436","Brooklyn",40.71463,-73.96474,"Entire home/apt",250,2,53,1.68,1,2,0.188982236504614,"Entire home/apt:Brooklyn"
"12437","Brooklyn",40.69533,-73.95439,"Entire home/apt",150,2,14,0.46,1,0,0.226778683805536,"Entire home/apt:Brooklyn"
"12438","Manhattan",40.77754,-73.95641,"Entire home/apt",125,30,11,0.38,91,342,0.707106781186547,"Entire home/apt:Manhattan"
"12439","Brooklyn",40.70852,-73.94849,"Private room",49,3,7,0.32,1,37,0,"Private room:Brooklyn"
"12440","Brooklyn",40.69906,-73.92431,"Private room",40,2,96,2.99,3,78,0.533333333333333,"Private room:Brooklyn"
"12441","Queens",40.74612,-73.87364,"Private room",40,1,91,2.82,8,162,0.755928946018454,"Private room:Queens"
"12442","Manhattan",40.80703,-73.95354,"Entire home/apt",130,4,32,1.02,1,39,0.625,"Entire home/apt:Manhattan"
"12443","Manhattan",40.72468,-73.9783,"Private room",85,3,48,1.51,3,44,0.302371578407382,"Private room:Manhattan"
"12444","Manhattan",40.72692,-73.98781,"Private room",119,3,8,0.25,1,76,0.612372435695795,"Private room:Manhattan"
"12445","Manhattan",40.82305,-73.95033,"Private room",60,1,23,0.73,2,97,0.226778683805536,"Private room:Manhattan"
"12446","Brooklyn",40.70884,-73.94354,"Private room",50,2,77,2.44,1,107,0,"Private room:Brooklyn"
"12447","Manhattan",40.74022,-74.00094,"Entire home/apt",180,2,146,4.55,1,259,0.306186217847897,"Entire home/apt:Manhattan"
"12448","Queens",40.66675,-73.81071,"Private room",75,10,7,0.27,4,197,1,"Private room:Queens"
"12449","Queens",40.72136,-73.81717,"Entire home/apt",105,4,12,0.39,1,335,0.530722777603022,"Entire home/apt:Queens"
"12450","Queens",40.72077,-73.81485,"Entire home/apt",105,4,21,0.69,1,352,0.566946709513841,"Entire home/apt:Queens"
"12451","Manhattan",40.77221,-73.94819,"Entire home/apt",300,2,19,0.6,3,179,0.551135192126215,"Entire home/apt:Manhattan"
"12452","Brooklyn",40.71329,-73.96322,"Private room",60,5,72,2.35,1,7,0.335410196624968,"Private room:Brooklyn"
"12453","Queens",40.77145,-73.93008,"Entire home/apt",100,4,78,2.74,1,201,0.116666666666667,"Entire home/apt:Queens"
"12454","Brooklyn",40.68969,-73.95402,"Private room",45,1,45,1.47,4,361,0.377964473009227,"Private room:Brooklyn"
"12455","Manhattan",40.7768,-73.98217,"Entire home/apt",255,2,65,2.04,1,5,0.75393688363989,"Entire home/apt:Manhattan"
"12456","Brooklyn",40.68875,-73.95401,"Private room",40,1,41,1.34,4,352,0.377964473009227,"Private room:Brooklyn"
"12457","Manhattan",40.79835,-73.9616,"Entire home/apt",240,30,1,0.48,12,211,0.519615242270663,"Entire home/apt:Manhattan"
"12458","Staten Island",40.56233,-74.12673,"Entire home/apt",100,2,2,0.06,1,36,0.469574275274956,"Entire home/apt:Staten Island"
"12459","Brooklyn",40.66146,-73.95478,"Entire home/apt",110,3,88,2.76,1,248,0.898146239020499,"Entire home/apt:Brooklyn"
"12460","Brooklyn",40.67192,-73.97733,"Entire home/apt",185,3,104,3.28,1,262,0.25,"Entire home/apt:Brooklyn"
"12461","Manhattan",40.74114,-73.97657,"Entire home/apt",200,2,22,0.81,1,11,0.625,"Entire home/apt:Manhattan"
"12462","Brooklyn",40.68764,-73.96782,"Entire home/apt",950,4,19,0.62,1,323,0.28347335475692,"Entire home/apt:Brooklyn"
"12463","Brooklyn",40.71612,-73.95085,"Private room",200,5,11,0.36,1,83,0.653197264742181,"Private room:Brooklyn"
"12464","Manhattan",40.79402,-73.96398,"Entire home/apt",100,4,3,0.1,1,0,0.433012701892219,"Entire home/apt:Manhattan"
"12465","Queens",40.74674,-73.92194,"Private room",75,1,122,3.78,5,0,0.377964473009227,"Private room:Queens"
"12466","Brooklyn",40.68411,-73.94494,"Entire home/apt",100,2,5,0.16,1,0,0.734846922834954,"Entire home/apt:Brooklyn"
"12467","Brooklyn",40.65766,-73.99919,"Entire home/apt",95,3,73,2.39,1,131,0.244948974278318,"Entire home/apt:Brooklyn"
"12468","Brooklyn",40.68536,-73.94358,"Entire home/apt",180,2,75,2.35,1,237,0.212132034355964,"Entire home/apt:Brooklyn"
"12469","Brooklyn",40.70856,-73.95469,"Entire home/apt",139,4,2,0.07,1,0,0.223606797749979,"Entire home/apt:Brooklyn"
"12470","Brooklyn",40.68313,-73.87077,"Shared room",19,2,76,2.4,6,120,0.408248290463863,"Shared room:Brooklyn"
"12471","Manhattan",40.72705,-74.00419,"Entire home/apt",375,2,14,0.73,2,335,0.176776695296637,"Entire home/apt:Manhattan"
"12472","Manhattan",40.76323,-73.95916,"Entire home/apt",200,4,2,0.07,1,0,0.265165042944955,"Entire home/apt:Manhattan"
"12473","Brooklyn",40.70604,-73.92232,"Entire home/apt",115,3,3,0.1,1,0,0.559016994374947,"Entire home/apt:Brooklyn"
"12474","Brooklyn",40.67559,-73.96066,"Entire home/apt",45,3,1,0.03,1,0,0.212132034355964,"Entire home/apt:Brooklyn"
"12475","Queens",40.70839,-73.80623,"Private room",65,1,47,1.48,6,365,0.176776695296637,"Private room:Queens"
"12476","Brooklyn",40.68398,-73.87039,"Private room",39,4,2,0.07,6,0,0.032659863237109,"Private room:Brooklyn"
"12477","Manhattan",40.8036,-73.94603,"Private room",80,2,3,0.28,3,339,0.377964473009227,"Private room:Manhattan"
"12478","Manhattan",40.80604,-73.94233,"Private room",85,3,97,3.07,2,14,0,"Private room:Manhattan"
"12479","Manhattan",40.77968,-73.95307,"Private room",150,1,11,0.97,1,0,0,"Private room:Manhattan"
